session_id,station_id,city,charger_type,operator,start_time,end_time,duration_hrs,energy_kwh,vehicle_type,day_of_week,hour,is_weekend,wait_time_mins,revenue_inr,user_segment
SES000133,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-03-21 17:41:00,2025-03-21 18:43:24,1.04,6.06,BMW iX,Friday,17,False,14.8,74.84,Weekend User
SES000134,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-03-30 11:11:00,2025-03-30 11:35:36,0.41,17.15,Ola S1 Pro,Sunday,11,True,7.3,345.92,Weekend User
SES000135,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-02-14 00:55:00,2025-02-14 01:23:12,0.47,61.23,Mahindra XUV400,Friday,0,False,0.0,1495.24,Daily Commuter
SES000136,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-03-23 22:05:00,2025-03-23 22:29:36,0.41,15.58,Ather 450X,Sunday,22,True,13.5,288.39,Daily Commuter
SES000137,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-02-28 12:23:00,2025-02-28 12:47:00,0.4,16.39,Tata Tigor EV,Friday,12,False,15.5,316.65,Fleet Driver
SES000138,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-14 17:56:00,2025-03-14 19:08:36,1.21,7.53,Hyundai Kona Electric,Friday,17,False,7.8,100.9,Fleet Driver
SES000139,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-01-07 18:17:00,2025-01-07 20:09:48,1.88,12.84,Mahindra XUV400,Tuesday,18,False,14.5,177.96,Intercity Traveller
SES000140,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-02-26 13:13:00,2025-02-26 13:55:00,0.7,34.31,MG ZS EV,Wednesday,13,False,14.1,635.08,Daily Commuter
SES000141,STA028,Mumbai,AC Type 2 (22 kW),NTPC Vidyut,2025-01-15 11:43:00,2025-01-15 12:16:36,0.56,10.09,Kia EV6,Wednesday,11,False,15.1,132.48,Fleet Driver
SES000142,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-06 09:38:00,2025-01-06 10:48:12,1.17,6.95,Ather 450X,Monday,9,False,17.8,93.13,Daily Commuter
SES000143,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-28 19:48:00,2025-01-28 20:17:24,0.49,21.34,Tata Tigor EV,Tuesday,19,False,12.4,430.43,Daily Commuter
SES000144,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-03-05 19:11:00,2025-03-05 19:31:24,0.34,47.78,Kia EV6,Wednesday,19,False,26.8,1166.79,Fleet Driver
SES000145,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-03-06 16:42:00,2025-03-06 17:03:00,0.35,14.23,MG ZS EV,Thursday,16,False,13.9,264.82,Daily Commuter
SES000146,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-06 13:29:00,2025-01-06 15:23:00,1.9,12.42,Tata Tigor EV,Monday,13,False,14.6,154.13,Intercity Traveller
SES000147,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-15 13:40:00,2025-03-15 14:39:24,0.99,6.31,MG ZS EV,Saturday,13,True,5.0,81.08,Daily Commuter
SES000148,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-02-11 08:39:00,2025-02-11 08:55:48,0.28,35.46,Tata Tigor EV,Tuesday,8,False,18.0,861.32,Daily Commuter
SES000149,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-14 10:37:00,2025-01-14 11:25:00,0.8,4.92,MG ZS EV,Tuesday,10,False,7.8,60.91,Daily Commuter
SES000150,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-02-09 18:14:00,2025-02-09 18:36:48,0.38,18.48,Hyundai Kona Electric,Sunday,18,True,12.6,366.64,Daily Commuter
SES000151,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-23 08:32:00,2025-03-23 10:37:23,2.09,14.23,Tata Tigor EV,Sunday,8,True,17.0,174.89,Daily Commuter
SES000152,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-03-24 20:15:00,2025-03-24 21:12:00,0.95,6.22,Ola S1 Pro,Monday,20,False,26.4,78.12,Daily Commuter
SES000153,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-03-19 08:48:00,2025-03-19 10:52:11,2.07,14.34,Hyundai Kona Electric,Wednesday,8,False,11.8,179.54,Weekend User
SES000154,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-03-22 14:48:00,2025-03-22 16:11:24,1.39,8.65,BMW iX,Saturday,14,True,10.0,106.83,Daily Commuter
SES000155,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-03-14 18:39:00,2025-03-14 19:15:00,0.6,26.78,Tata Tigor EV,Friday,18,False,11.0,531.32,Daily Commuter
SES000156,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-01-09 14:40:00,2025-01-09 15:02:12,0.37,14.58,Ola S1 Pro,Thursday,14,False,13.8,281.69,Intercity Traveller
SES000157,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-02-15 14:19:00,2025-02-15 14:35:12,0.27,32.0,Tata Nexon EV,Saturday,14,True,8.0,777.28,Daily Commuter
SES000158,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-02-06 07:55:00,2025-02-06 08:10:00,0.25,36.53,MG ZS EV,Thursday,7,False,4.7,811.7,Fleet Driver
SES000159,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-03-06 12:37:00,2025-03-06 13:32:48,0.93,6.06,Tata Nexon EV,Thursday,12,False,17.4,74.84,Daily Commuter
SES000160,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-03-15 17:20:00,2025-03-15 17:56:36,0.61,11.4,Kia EV6,Saturday,17,True,12.7,164.84,Daily Commuter
SES000161,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-01-08 14:51:00,2025-01-08 15:35:24,0.74,35.76,Tata Tigor EV,Wednesday,14,False,8.1,623.65,Weekend User
SES000162,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-11 14:11:00,2025-01-11 15:18:47,1.13,7.67,BYD Atto 3,Saturday,14,True,14.8,95.95,Weekend User
SES000163,STA018,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-03-09 14:10:00,2025-03-09 15:35:48,1.43,27.97,Ola S1 Pro,Sunday,14,True,2.7,452.83,Daily Commuter
SES000164,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-13 18:03:00,2025-02-13 20:31:48,2.48,14.62,Tata Tigor EV,Thursday,18,False,20.7,184.5,Daily Commuter
SES000165,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-01-13 16:24:00,2025-01-13 16:52:12,0.47,20.12,BMW iX,Monday,16,False,2.9,398.17,Weekend User
SES000166,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-02-12 07:42:00,2025-02-12 07:55:48,0.23,31.14,Tata Tigor EV,Wednesday,7,False,9.2,760.44,Daily Commuter
SES000167,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-03-25 18:25:00,2025-03-25 18:42:24,0.29,38.95,MG ZS EV,Tuesday,18,False,17.7,951.16,Daily Commuter
SES000168,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-02-18 18:21:00,2025-02-18 18:54:00,0.55,20.98,Kia EV6,Tuesday,18,False,11.9,390.44,Daily Commuter
SES000169,STA001,Bengaluru,DC CCS2 (50 kW),NTPC Vidyut,2025-03-27 13:23:00,2025-03-27 13:51:12,0.47,18.41,Ola S1 Pro,Thursday,13,False,18.0,372.99,Daily Commuter
SES000170,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-28 12:49:00,2025-01-28 14:08:12,1.32,8.99,Ather 450X,Tuesday,12,False,13.1,111.03,Weekend User
SES000171,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-20 07:54:00,2025-01-20 10:21:36,2.46,16.36,Kia EV6,Monday,7,False,0.0,206.46,Fleet Driver
SES000172,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-03-09 03:21:00,2025-03-09 03:49:48,0.48,23.58,BMW iX,Sunday,3,True,0.0,401.1,Daily Commuter
SES000173,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-02-18 08:11:00,2025-02-18 09:30:48,1.33,29.0,BMW iX,Tuesday,8,False,18.9,408.32,Fleet Driver
SES000174,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-22 19:02:00,2025-01-22 21:53:36,2.86,16.83,Ather 450X,Wednesday,19,False,17.0,216.27,Weekend User
SES000175,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-20 11:47:00,2025-03-20 12:41:00,0.9,6.23,Ather 450X,Thursday,11,False,17.8,78.62,Intercity Traveller
SES000176,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-02-09 22:50:00,2025-02-09 23:04:24,0.24,34.16,Ather 450X,Sunday,22,True,12.3,829.75,Daily Commuter
SES000177,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-15 23:29:00,2025-03-16 00:41:00,1.2,7.02,Mahindra XUV400,Saturday,23,True,8.0,81.29,Intercity Traveller
SES000178,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-23 22:52:00,2025-02-24 01:07:00,2.25,14.66,BMW iX,Sunday,22,True,8.9,180.17,Daily Commuter
SES000179,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-02-02 05:30:00,2025-02-02 05:58:48,0.48,23.26,Kia EV6,Sunday,5,True,8.4,395.65,Weekend User
SES000180,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-08 20:18:00,2025-03-08 22:02:24,1.74,10.87,Hyundai Kona Electric,Saturday,20,True,17.0,153.7,Daily Commuter
SES000181,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-03-07 08:27:00,2025-03-07 10:14:24,1.79,10.93,Ather 450X,Friday,8,False,17.1,137.28,Fleet Driver
SES000182,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-14 22:26:00,2025-02-14 23:42:12,1.27,9.16,Kia EV6,Friday,22,False,19.4,122.74,Daily Commuter
SES000183,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-02-19 23:23:00,2025-02-20 00:15:48,0.88,17.15,Tata Tigor EV,Wednesday,23,False,7.2,249.19,Weekend User
SES000184,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-03-25 12:09:00,2025-03-25 12:23:24,0.24,35.46,Ola S1 Pro,Tuesday,12,False,19.9,865.93,Weekend User
SES000185,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-03-02 17:08:00,2025-03-02 17:43:24,0.59,24.59,BYD Atto 3,Sunday,17,True,14.7,455.16,Daily Commuter
SES000186,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-01 21:01:00,2025-01-01 21:36:24,0.59,26.06,Hyundai Kona Electric,Wednesday,21,False,13.9,525.63,Intercity Traveller
SES000187,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-19 15:07:00,2025-03-19 17:52:36,2.76,19.34,Ather 450X,Wednesday,15,False,7.7,223.96,Daily Commuter
SES000188,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-07 10:40:00,2025-01-07 11:58:36,1.31,9.07,BYD Atto 3,Tuesday,10,False,6.8,114.46,Daily Commuter
SES000189,STA030,Mumbai,DC CCS2 (150 kW),NTPC Vidyut,2025-03-05 17:01:00,2025-03-05 17:13:36,0.21,28.11,BMW iX,Wednesday,17,False,15.4,616.73,Daily Commuter
SES000190,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-01-19 11:00:00,2025-01-19 11:50:24,0.84,17.65,Ather 450X,Sunday,11,True,13.7,255.22,Intercity Traveller
SES000191,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-01-24 18:05:00,2025-01-24 18:41:36,0.61,12.9,Tata Tigor EV,Friday,18,False,16.7,203.95,Daily Commuter
SES000192,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-03-09 15:50:00,2025-03-09 16:29:36,0.66,25.99,Kia EV6,Sunday,15,True,5.1,456.38,Daily Commuter
SES000193,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-02 04:24:00,2025-03-02 04:40:12,0.27,37.69,Ola S1 Pro,Sunday,4,True,5.9,837.47,Fleet Driver
SES000194,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-15 19:22:00,2025-02-15 21:40:36,2.31,15.14,MG ZS EV,Saturday,19,True,26.8,209.23,Fleet Driver
SES000195,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-02-12 08:22:00,2025-02-12 09:41:12,1.32,8.17,Hyundai Kona Electric,Wednesday,8,False,8.1,100.9,Fleet Driver
SES000196,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-03-29 13:44:00,2025-03-29 15:31:24,1.79,13.07,Hyundai Kona Electric,Saturday,13,True,20.5,161.41,Fleet Driver
SES000197,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-09 19:29:00,2025-01-09 20:35:00,1.1,7.3,Ather 450X,Thursday,19,False,32.2,91.32,Daily Commuter
SES000198,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-26 20:20:00,2025-01-26 21:07:24,0.79,5.66,Kia EV6,Sunday,20,True,19.6,70.24,Daily Commuter
SES000199,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-03-11 14:02:00,2025-03-11 14:45:12,0.72,32.09,Ather 450X,Tuesday,14,False,13.4,593.99,Daily Commuter
SES000200,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-07 21:21:00,2025-01-07 21:58:48,0.63,24.83,Tata Tigor EV,Tuesday,21,False,17.1,500.82,Daily Commuter
SES000201,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-02-21 19:57:00,2025-02-21 20:19:12,0.37,50.04,Tata Tigor EV,Friday,19,False,28.0,1080.86,Weekend User
SES000202,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-05 18:23:00,2025-03-05 21:14:00,2.85,20.7,Kia EV6,Wednesday,18,False,15.4,256.89,Daily Commuter
SES000203,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-01-11 18:05:00,2025-01-11 19:50:36,1.76,10.14,Hyundai Kona Electric,Saturday,18,True,18.3,140.54,Intercity Traveller
SES000204,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-02-11 07:20:00,2025-02-11 09:24:48,2.08,13.08,Ola S1 Pro,Tuesday,7,False,14.5,163.76,Daily Commuter
SES000205,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-24 08:28:00,2025-02-24 09:20:12,0.87,5.37,Tata Nexon EV,Monday,8,False,11.9,75.93,Fleet Driver
SES000206,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-02-15 16:27:00,2025-02-15 17:00:36,0.56,27.44,Tata Nexon EV,Saturday,16,True,2.7,553.46,Daily Commuter
SES000207,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-03-23 13:32:00,2025-03-23 14:00:48,0.48,20.08,Hyundai Kona Electric,Sunday,13,True,11.3,373.69,Weekend User
SES000208,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-19 20:43:00,2025-01-19 21:58:36,1.26,8.05,Tata Nexon EV,Sunday,20,True,27.3,101.59,Daily Commuter
SES000209,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-31 19:23:00,2025-01-31 20:27:12,1.07,6.29,BMW iX,Friday,19,False,6.5,88.94,Daily Commuter
SES000210,STA018,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-01-20 18:23:00,2025-01-20 19:47:36,1.41,26.08,MG ZS EV,Monday,18,False,17.7,422.24,Intercity Traveller
SES000211,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-03-09 12:20:00,2025-03-09 14:23:36,2.06,13.84,Ather 450X,Sunday,12,True,14.7,173.28,Weekend User
SES000212,STA024,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-01-04 18:31:00,2025-01-04 19:06:24,0.59,12.97,Kia EV6,Saturday,18,True,12.5,191.96,Daily Commuter
SES000213,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-02-03 19:13:00,2025-02-03 19:45:24,0.54,24.27,Ola S1 Pro,Monday,19,False,20.1,426.18,Fleet Driver
SES000214,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-03-04 09:08:00,2025-03-04 09:50:36,0.71,15.22,BYD Atto 3,Tuesday,9,False,13.9,210.8,Daily Commuter
SES000215,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-02-26 23:51:00,2025-02-27 00:16:12,0.42,16.75,Tata Tigor EV,Wednesday,23,False,5.8,301.33,Fleet Driver
SES000216,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-01-09 16:18:00,2025-01-09 16:52:12,0.57,21.84,Hyundai Kona Electric,Thursday,16,False,8.3,380.89,Fleet Driver
SES000217,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-31 18:50:00,2025-03-31 21:19:24,2.49,15.91,Ather 450X,Monday,18,False,4.7,224.97,Daily Commuter
SES000218,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-26 19:15:00,2025-01-26 20:54:00,1.65,10.87,Tata Nexon EV,Sunday,19,True,25.5,137.18,Daily Commuter
SES000219,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-15 12:51:00,2025-03-15 13:06:00,0.25,29.83,Hyundai Kona Electric,Saturday,12,True,9.0,662.82,Fleet Driver
SES000220,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-01-12 06:25:00,2025-01-12 07:01:00,0.6,25.57,BYD Atto 3,Sunday,6,True,0.1,449.01,Intercity Traveller
SES000221,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-02-22 19:04:00,2025-02-22 19:16:36,0.21,24.85,Tata Tigor EV,Saturday,19,True,24.7,602.61,Fleet Driver
SES000222,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-27 14:33:00,2025-02-27 15:21:36,0.81,4.83,Kia EV6,Thursday,14,False,17.4,68.3,Fleet Driver
SES000223,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-01-24 19:08:00,2025-01-24 20:24:12,1.27,8.63,Tata Nexon EV,Friday,19,False,17.4,119.61,Fleet Driver
SES000224,STA008,Bengaluru,DC CCS2 (50 kW),Ather Grid,2025-03-08 09:10:00,2025-03-08 09:46:00,0.6,24.29,Ather 450X,Saturday,9,True,16.4,474.38,Daily Commuter
SES000225,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-08 20:54:00,2025-03-08 21:52:12,0.97,5.82,Ather 450X,Saturday,20,True,22.6,82.29,Fleet Driver
SES000226,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-03-12 10:40:00,2025-03-12 11:20:48,0.68,28.88,Kia EV6,Wednesday,10,False,13.2,557.96,Daily Commuter
SES000227,STA008,Bengaluru,DC CCS2 (50 kW),Ather Grid,2025-03-24 08:37:00,2025-03-24 09:13:36,0.61,24.44,BMW iX,Monday,8,False,20.0,477.31,Fleet Driver
SES000228,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-03-19 12:59:00,2025-03-19 13:45:48,0.78,4.45,Tata Nexon EV,Wednesday,12,False,14.5,54.96,Daily Commuter
SES000229,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-03-24 19:16:00,2025-03-24 20:29:12,1.22,6.83,BMW iX,Monday,19,False,21.6,85.51,Daily Commuter
SES000230,STA030,Mumbai,DC CCS2 (150 kW),NTPC Vidyut,2025-03-23 02:56:00,2025-03-23 03:15:48,0.33,48.17,Ola S1 Pro,Sunday,2,True,0.0,1056.85,Fleet Driver
SES000231,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-02-08 14:51:00,2025-02-08 15:31:12,0.67,27.99,Mahindra XUV400,Saturday,14,True,7.5,520.89,Daily Commuter
SES000232,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-01-10 18:10:00,2025-01-10 20:14:48,2.08,12.58,BYD Atto 3,Friday,18,False,11.0,174.36,Intercity Traveller
SES000233,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-02-13 17:20:00,2025-02-13 18:27:12,1.12,21.0,Tata Tigor EV,Thursday,17,False,2.6,290.85,Fleet Driver
SES000234,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-02-14 23:08:00,2025-02-14 23:35:00,0.45,22.21,Kia EV6,Friday,23,False,14.5,411.11,Intercity Traveller
SES000235,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-02-10 10:07:00,2025-02-10 10:46:00,0.65,25.51,Ather 450X,Monday,10,False,10.8,514.54,Daily Commuter
SES000236,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-01-07 11:24:00,2025-01-07 12:47:24,1.39,29.05,Mahindra XUV400,Tuesday,11,False,17.5,402.34,Daily Commuter
SES000237,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-21 20:59:00,2025-01-21 22:41:36,1.71,9.56,Tata Tigor EV,Tuesday,20,False,20.5,121.7,Daily Commuter
SES000238,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-01-21 15:32:00,2025-01-21 15:55:24,0.39,47.65,Ola S1 Pro,Tuesday,15,False,1.4,1157.42,Intercity Traveller
SES000239,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-01-12 21:32:00,2025-01-12 21:46:24,0.24,34.51,Ather 450X,Sunday,21,True,16.1,838.25,Daily Commuter
SES000240,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-02-15 04:18:00,2025-02-15 05:26:24,1.14,6.9,BYD Atto 3,Saturday,4,True,3.3,85.22,Daily Commuter
SES000241,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-01-02 20:27:00,2025-01-02 20:39:36,0.21,30.83,Ola S1 Pro,Thursday,20,False,20.0,752.87,Fleet Driver
SES000242,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-21 12:25:00,2025-02-21 13:47:12,1.37,9.01,Kia EV6,Friday,12,False,11.1,120.73,Daily Commuter
SES000243,STA024,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-03-12 11:24:00,2025-03-12 12:33:00,1.15,24.22,Kia EV6,Wednesday,11,False,13.3,358.46,Daily Commuter
SES000244,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-03-21 18:07:00,2025-03-21 18:29:48,0.38,52.23,MG ZS EV,Friday,18,False,22.9,1275.46,Daily Commuter
SES000245,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-02-13 16:23:00,2025-02-13 16:47:00,0.4,19.57,Ather 450X,Thursday,16,False,1.8,362.24,Fleet Driver
SES000246,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-21 15:02:00,2025-02-21 16:57:12,1.92,10.82,Tata Tigor EV,Friday,15,False,3.6,135.36,Fleet Driver
SES000247,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-03-08 13:38:00,2025-03-08 14:02:00,0.4,18.69,Hyundai Kona Electric,Saturday,13,True,13.9,325.95,Daily Commuter
SES000248,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-03-20 11:25:00,2025-03-20 11:50:48,0.43,18.22,Ola S1 Pro,Thursday,11,False,8.2,319.94,Intercity Traveller
SES000249,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-03-06 20:34:00,2025-03-06 21:58:00,1.4,8.69,BMW iX,Thursday,20,False,14.1,107.32,Daily Commuter
SES000250,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-01-03 12:43:00,2025-01-03 13:05:12,0.37,48.23,Mahindra XUV400,Friday,12,False,21.3,1169.58,Intercity Traveller
SES000251,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-03-30 16:38:00,2025-03-30 17:02:00,0.4,59.05,BMW iX,Sunday,16,True,6.7,1434.32,Intercity Traveller
SES000252,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-01-07 17:10:00,2025-01-07 17:41:48,0.53,9.51,BMW iX,Tuesday,17,False,16.5,150.35,Fleet Driver
SES000253,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-18 08:43:00,2025-02-18 10:48:23,2.09,11.8,BMW iX,Tuesday,8,False,29.8,163.08,Weekend User
SES000254,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-01-15 09:28:00,2025-01-15 09:56:12,0.47,22.15,Hyundai Kona Electric,Wednesday,9,False,13.5,427.94,Daily Commuter
SES000255,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-01-27 13:49:00,2025-01-27 14:25:36,0.61,10.32,BYD Atto 3,Monday,13,False,12.8,149.23,Weekend User
SES000256,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-08 19:33:00,2025-01-08 21:51:00,2.3,14.62,Tata Tigor EV,Wednesday,19,False,28.9,179.68,Weekend User
SES000257,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-03 15:20:00,2025-03-03 15:36:12,0.27,38.67,BYD Atto 3,Monday,15,False,13.2,835.27,Weekend User
SES000258,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-13 16:43:00,2025-02-13 18:04:36,1.36,9.03,Ola S1 Pro,Thursday,16,False,15.9,104.57,Fleet Driver
SES000259,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-01-25 22:17:00,2025-01-25 23:50:36,1.56,8.92,Ather 450X,Saturday,22,True,10.6,110.16,Weekend User
SES000260,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-08 19:45:00,2025-02-08 20:55:12,1.17,7.67,BYD Atto 3,Saturday,19,True,23.1,94.26,Daily Commuter
SES000261,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-14 16:59:00,2025-02-14 19:41:36,2.71,18.71,Ola S1 Pro,Friday,16,False,13.8,236.12,Daily Commuter
SES000262,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-03-15 17:24:00,2025-03-15 18:01:12,0.62,29.83,Mahindra XUV400,Saturday,17,True,18.4,520.24,Fleet Driver
SES000263,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-01-19 11:18:00,2025-01-19 11:34:12,0.27,35.33,MG ZS EV,Sunday,11,True,14.1,763.13,Daily Commuter
SES000264,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-02-26 18:47:00,2025-02-26 19:56:36,1.16,7.66,Ather 450X,Wednesday,18,False,19.0,94.6,Fleet Driver
SES000265,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-02-04 22:44:00,2025-02-04 23:26:36,0.71,26.93,MG ZS EV,Tuesday,22,False,5.6,543.18,Fleet Driver
